display_id	session_id	subsession_id	display_number	data_summary	filtering	sorting	grouping	aggregations	projected_fields	session_id.1	user_id	project_id	curr_display_id	size	solution	data_layer	granularity_layer
1764	286			"{""info_line"":[0.0141482436,192],""eth_dst"":[0.3010299957,2],""tcp_srcport"":[0.1416376944,9],""captured_length"":[0.5548862445,41],""ip_src"":[0.3010299957,2],""sniff_timestamp"":[0.9365083466,17],""ip_dst"":[0.3010299957,2],""tcp_stream"":[0.3488218497,5],""number"":[0.999971144,348],""tcp_dstport"":[0.1416376944,9],""interface_captured"":[0.0,0],""project_id"":[0.0,1],""eth_src"":[0.3010299957,2],""length"":[0.5548862445,41],""highest_layer"":[0.4392472911,6]}"	"{""list"": []}"	"{""list"":[]}"	"{""list"":[]}"	null	"{""list"":[{""field"":""number""},{""field"":""sniff_timestamp""},{""field"":""eth_src""},{""field"":""eth_dst""},{""field"":""ip_src""},{""field"":""ip_dst""},{""field"":""tcp_srcport""},{""field"":""tcp_dstport""},{""field"":""tcp_stream""},{""field"":""highest_layer""},{""field"":""length""},{""field"":""info_line""}]}"	286	127	2			"{""solution"":""The attacker is 192.150.11.111nHe gets access to the costumers hard drive and runs a code there"",""project_id"":2,""session_id"":286,""feedback"":"""",""user_id"":127}"	{'ip_src': {'entropy': 0.12027350080880579, 'nulls': 0.0, 'unique': 0.0086206896551724137}, 'length': {'entropy': 0.36735357006629182, 'nulls': 0.0, 'unique': 0.1206896551724138}, 'info_line': {'entropy': 0.61479112215963705, 'nulls': 0.0, 'unique': 0.55172413793103448}, 'tcp_dstport': {'entropy': 0.24959835727489257, 'nulls': 0.0, 'unique': 0.025862068965517241}, 'sniff_timestamp': {'entropy': 0.46558515464619171, 'nulls': 0.0, 'unique': 0.051724137931034482}, 'number': {'entropy': 0.99931929824715648, 'nulls': 0.0, 'unique': 0.99712643678160917}, 'tcp_stream': {'entropy': 0.13574850065631686, 'nulls': 0.0028735632183908046, 'unique': 0.014409221902017291}, 'eth_dst': {'entropy': 0.11719457793754988, 'nulls': 0.0, 'unique': 0.0057471264367816091}, 'highest_layer': {'entropy': 0.17832303691903587, 'nulls': 0.0, 'unique': 0.017241379310344827}, 'tcp_srcport': {'entropy': 0.25044151472736087, 'nulls': 0.0, 'unique': 0.028735632183908046}, 'ip_dst': {'entropy': 0.11731081881026093, 'nulls': 0.0, 'unique': 0.0057471264367816091}, 'eth_src': {'entropy': 0.11719457793754988, 'nulls': 0.0, 'unique': 0.0057471264367816091}}	
1772	286			"{""info_line"":[0.0141482436,192],""eth_dst"":[0.3010299957,2],""tcp_srcport"":[0.1416376944,9],""captured_length"":[0.5548862445,41],""ip_src"":[0.3010299957,2],""sniff_timestamp"":[0.9365083466,17],""ip_dst"":[0.3010299957,2],""tcp_stream"":[0.3488218497,5],""number"":[0.999971144,348],""tcp_dstport"":[0.1416376944,9],""interface_captured"":[0.0,0],""project_id"":[0.0,1],""eth_src"":[0.3010299957,2],""length"":[0.5548862445,41],""highest_layer"":[0.4392472911,6]}"	"{""list"": []}"	"{""list"":[]}"	"{""list"":[{""field"":""tcp_stream"",""groupPriority"":0}]}"	null	"{""list"":[{""field"":""number""},{""field"":""sniff_timestamp""},{""field"":""eth_src""},{""field"":""eth_dst""},{""field"":""ip_src""},{""field"":""ip_dst""},{""field"":""tcp_srcport""},{""field"":""tcp_dstport""},{""field"":""tcp_stream""},{""field"":""highest_layer""},{""field"":""length""},{""field"":""info_line""}]}"	286	127	2			"{""solution"":""The attacker is 192.150.11.111nHe gets access to the costumers hard drive and runs a code there"",""project_id"":2,""session_id"":286,""feedback"":"""",""user_id"":127}"	{'ip_src': {'entropy': 0.12027350080880579, 'nulls': 0.0, 'unique': 0.0086206896551724137}, 'length': {'entropy': 0.36735357006629182, 'nulls': 0.0, 'unique': 0.1206896551724138}, 'info_line': {'entropy': 0.61479112215963705, 'nulls': 0.0, 'unique': 0.55172413793103448}, 'tcp_dstport': {'entropy': 0.24959835727489257, 'nulls': 0.0, 'unique': 0.025862068965517241}, 'sniff_timestamp': {'entropy': 0.46558515464619171, 'nulls': 0.0, 'unique': 0.051724137931034482}, 'number': {'entropy': 0.99931929824715648, 'nulls': 0.0, 'unique': 0.99712643678160917}, 'tcp_stream': {'entropy': 0.13574850065631686, 'nulls': 0.0028735632183908046, 'unique': 0.014409221902017291}, 'eth_dst': {'entropy': 0.11719457793754988, 'nulls': 0.0, 'unique': 0.0057471264367816091}, 'highest_layer': {'entropy': 0.17832303691903587, 'nulls': 0.0, 'unique': 0.017241379310344827}, 'tcp_srcport': {'entropy': 0.25044151472736087, 'nulls': 0.0, 'unique': 0.028735632183908046}, 'ip_dst': {'entropy': 0.11731081881026093, 'nulls': 0.0, 'unique': 0.0057471264367816091}, 'eth_src': {'entropy': 0.11719457793754988, 'nulls': 0.0, 'unique': 0.0057471264367816091}}	{'size_var': 0.08509197817438896, 'group_attrs': ['tcp_stream'], 'ngroups': 5, 'agg_attrs': {}, 'size_mean': 69.4}
1773	286			"{""info_line"":[0.0141482436,192],""eth_dst"":[0.3010299957,2],""tcp_srcport"":[0.1416376944,9],""captured_length"":[0.5548862445,41],""ip_src"":[0.3010299957,2],""sniff_timestamp"":[0.9365083466,17],""ip_dst"":[0.3010299957,2],""tcp_stream"":[0.3488218497,5],""number"":[0.999971144,348],""tcp_dstport"":[0.1416376944,9],""interface_captured"":[0.0,0],""project_id"":[0.0,1],""eth_src"":[0.3010299957,2],""length"":[0.5548862445,41],""highest_layer"":[0.4392472911,6]}"	"{""list"": []}"	"{""list"":[]}"	"{""list"":[{""field"":""tcp_stream"",""groupPriority"":0},{""field"":""ip_src"",""groupPriority"":1}]}"	null	"{""list"":[{""field"":""number""},{""field"":""sniff_timestamp""},{""field"":""eth_src""},{""field"":""eth_dst""},{""field"":""ip_src""},{""field"":""ip_dst""},{""field"":""tcp_srcport""},{""field"":""tcp_dstport""},{""field"":""tcp_stream""},{""field"":""highest_layer""},{""field"":""length""},{""field"":""info_line""}]}"	286	127	2			"{""solution"":""The attacker is 192.150.11.111nHe gets access to the costumers hard drive and runs a code there"",""project_id"":2,""session_id"":286,""feedback"":"""",""user_id"":127}"	{'ip_src': {'entropy': 0.12027350080880579, 'nulls': 0.0, 'unique': 0.0086206896551724137}, 'length': {'entropy': 0.36735357006629182, 'nulls': 0.0, 'unique': 0.1206896551724138}, 'info_line': {'entropy': 0.61479112215963705, 'nulls': 0.0, 'unique': 0.55172413793103448}, 'tcp_dstport': {'entropy': 0.24959835727489257, 'nulls': 0.0, 'unique': 0.025862068965517241}, 'sniff_timestamp': {'entropy': 0.46558515464619171, 'nulls': 0.0, 'unique': 0.051724137931034482}, 'number': {'entropy': 0.99931929824715648, 'nulls': 0.0, 'unique': 0.99712643678160917}, 'tcp_stream': {'entropy': 0.13574850065631686, 'nulls': 0.0028735632183908046, 'unique': 0.014409221902017291}, 'eth_dst': {'entropy': 0.11719457793754988, 'nulls': 0.0, 'unique': 0.0057471264367816091}, 'highest_layer': {'entropy': 0.17832303691903587, 'nulls': 0.0, 'unique': 0.017241379310344827}, 'tcp_srcport': {'entropy': 0.25044151472736087, 'nulls': 0.0, 'unique': 0.028735632183908046}, 'ip_dst': {'entropy': 0.11731081881026093, 'nulls': 0.0, 'unique': 0.0057471264367816091}, 'eth_src': {'entropy': 0.11719457793754988, 'nulls': 0.0, 'unique': 0.0057471264367816091}}	{'size_var': 0.02219775930370653, 'group_attrs': ['tcp_stream', 'ip_src'], 'ngroups': 11, 'agg_attrs': {}, 'size_mean': 34.7}
1776	286			"{""info_line"":[0.0141482436,192],""eth_dst"":[0.3010299957,2],""tcp_srcport"":[0.1416376944,9],""captured_length"":[0.5548862445,41],""ip_src"":[0.3010299957,2],""sniff_timestamp"":[0.9365083466,17],""ip_dst"":[0.3010299957,2],""tcp_stream"":[0.3488218497,5],""number"":[0.999971144,348],""tcp_dstport"":[0.1416376944,9],""interface_captured"":[0.0,0],""project_id"":[0.0,1],""eth_src"":[0.3010299957,2],""length"":[0.5548862445,41],""highest_layer"":[0.4392472911,6]}"	"{""list"": []}"	"{""list"":[]}"	"{""list"":[{""field"":""tcp_stream"",""groupPriority"":0},{""field"":""ip_src"",""groupPriority"":1},{""field"":""highest_layer"",""groupPriority"":2}]}"	null	"{""list"":[{""field"":""number""},{""field"":""sniff_timestamp""},{""field"":""eth_src""},{""field"":""eth_dst""},{""field"":""ip_src""},{""field"":""ip_dst""},{""field"":""tcp_srcport""},{""field"":""tcp_dstport""},{""field"":""tcp_stream""},{""field"":""highest_layer""},{""field"":""length""},{""field"":""info_line""}]}"	286	127	2			"{""solution"":""The attacker is 192.150.11.111nHe gets access to the costumers hard drive and runs a code there"",""project_id"":2,""session_id"":286,""feedback"":"""",""user_id"":127}"	{'ip_src': {'entropy': 0.12027350080880579, 'nulls': 0.0, 'unique': 0.0086206896551724137}, 'length': {'entropy': 0.36735357006629182, 'nulls': 0.0, 'unique': 0.1206896551724138}, 'info_line': {'entropy': 0.61479112215963705, 'nulls': 0.0, 'unique': 0.55172413793103448}, 'tcp_dstport': {'entropy': 0.24959835727489257, 'nulls': 0.0, 'unique': 0.025862068965517241}, 'sniff_timestamp': {'entropy': 0.46558515464619171, 'nulls': 0.0, 'unique': 0.051724137931034482}, 'number': {'entropy': 0.99931929824715648, 'nulls': 0.0, 'unique': 0.99712643678160917}, 'tcp_stream': {'entropy': 0.13574850065631686, 'nulls': 0.0028735632183908046, 'unique': 0.014409221902017291}, 'eth_dst': {'entropy': 0.11719457793754988, 'nulls': 0.0, 'unique': 0.0057471264367816091}, 'highest_layer': {'entropy': 0.17832303691903587, 'nulls': 0.0, 'unique': 0.017241379310344827}, 'tcp_srcport': {'entropy': 0.25044151472736087, 'nulls': 0.0, 'unique': 0.028735632183908046}, 'ip_dst': {'entropy': 0.11731081881026093, 'nulls': 0.0, 'unique': 0.0057471264367816091}, 'eth_src': {'entropy': 0.11719457793754988, 'nulls': 0.0, 'unique': 0.0057471264367816091}}	{'size_var': 0.01238447137721397, 'group_attrs': ['tcp_stream', 'ip_src', 'highest_layer'], 'ngroups': 22, 'agg_attrs': {}, 'size_mean': 16.523809523809526}
1771	289			"{""info_line"":[0.0141482436,192],""eth_dst"":[0.3010299957,2],""tcp_srcport"":[0.1416376944,9],""captured_length"":[0.5548862445,41],""ip_src"":[0.3010299957,2],""sniff_timestamp"":[0.9365083466,17],""ip_dst"":[0.3010299957,2],""tcp_stream"":[0.3488218497,5],""number"":[0.999971144,348],""tcp_dstport"":[0.1416376944,9],""interface_captured"":[0.0,0],""project_id"":[0.0,1],""eth_src"":[0.3010299957,2],""length"":[0.5548862445,41],""highest_layer"":[0.4392472911,6]}"	"{""list"": []}"	"{""list"":[]}"	"{""list"":[]}"	null	"{""list"":[{""field"":""number""},{""field"":""sniff_timestamp""},{""field"":""eth_src""},{""field"":""eth_dst""},{""field"":""ip_src""},{""field"":""ip_dst""},{""field"":""tcp_srcport""},{""field"":""tcp_dstport""},{""field"":""tcp_stream""},{""field"":""highest_layer""},{""field"":""length""},{""field"":""info_line""}]}"	289	120	2			"{""solution"":""The attacker is 98.114.205.102 and the victim is 192.150.11.111. The attacker use SMB to control the victim and make him create a connection and ask for a data that the attacker send to the victim."",""project_id"":2,""session_id"":289,""feedback"":"""",""user_id"":120}"	{'ip_src': {'entropy': 0.12027350080880579, 'nulls': 0.0, 'unique': 0.0086206896551724137}, 'length': {'entropy': 0.36735357006629182, 'nulls': 0.0, 'unique': 0.1206896551724138}, 'info_line': {'entropy': 0.61479112215963705, 'nulls': 0.0, 'unique': 0.55172413793103448}, 'tcp_dstport': {'entropy': 0.24959835727489257, 'nulls': 0.0, 'unique': 0.025862068965517241}, 'sniff_timestamp': {'entropy': 0.46558515464619171, 'nulls': 0.0, 'unique': 0.051724137931034482}, 'number': {'entropy': 0.99931929824715648, 'nulls': 0.0, 'unique': 0.99712643678160917}, 'tcp_stream': {'entropy': 0.13574850065631686, 'nulls': 0.0028735632183908046, 'unique': 0.014409221902017291}, 'eth_dst': {'entropy': 0.11719457793754988, 'nulls': 0.0, 'unique': 0.0057471264367816091}, 'highest_layer': {'entropy': 0.17832303691903587, 'nulls': 0.0, 'unique': 0.017241379310344827}, 'tcp_srcport': {'entropy': 0.25044151472736087, 'nulls': 0.0, 'unique': 0.028735632183908046}, 'ip_dst': {'entropy': 0.11731081881026093, 'nulls': 0.0, 'unique': 0.0057471264367816091}, 'eth_src': {'entropy': 0.11719457793754988, 'nulls': 0.0, 'unique': 0.0057471264367816091}}	
1774	289			"{""info_line"":[0.0141482436,192],""eth_dst"":[0.3010299957,2],""tcp_srcport"":[0.1416376944,9],""captured_length"":[0.5548862445,41],""ip_src"":[0.3010299957,2],""sniff_timestamp"":[0.9365083466,17],""ip_dst"":[0.3010299957,2],""tcp_stream"":[0.3488218497,5],""number"":[0.999971144,348],""tcp_dstport"":[0.1416376944,9],""interface_captured"":[0.0,0],""project_id"":[0.0,1],""eth_src"":[0.3010299957,2],""length"":[0.5548862445,41],""highest_layer"":[0.4392472911,6]}"	"{""list"": []}"	"{""list"":[]}"	"{""list"":[{""field"":""ip_src"",""groupPriority"":0}]}"	null	"{""list"":[{""field"":""number""},{""field"":""sniff_timestamp""},{""field"":""eth_src""},{""field"":""eth_dst""},{""field"":""ip_src""},{""field"":""ip_dst""},{""field"":""tcp_srcport""},{""field"":""tcp_dstport""},{""field"":""tcp_stream""},{""field"":""highest_layer""},{""field"":""length""},{""field"":""info_line""}]}"	289	120	2			"{""solution"":""The attacker is 98.114.205.102 and the victim is 192.150.11.111. The attacker use SMB to control the victim and make him create a connection and ask for a data that the attacker send to the victim."",""project_id"":2,""session_id"":289,""feedback"":"""",""user_id"":120}"	{'ip_src': {'entropy': 0.12027350080880579, 'nulls': 0.0, 'unique': 0.0086206896551724137}, 'length': {'entropy': 0.36735357006629182, 'nulls': 0.0, 'unique': 0.1206896551724138}, 'info_line': {'entropy': 0.61479112215963705, 'nulls': 0.0, 'unique': 0.55172413793103448}, 'tcp_dstport': {'entropy': 0.24959835727489257, 'nulls': 0.0, 'unique': 0.025862068965517241}, 'sniff_timestamp': {'entropy': 0.46558515464619171, 'nulls': 0.0, 'unique': 0.051724137931034482}, 'number': {'entropy': 0.99931929824715648, 'nulls': 0.0, 'unique': 0.99712643678160917}, 'tcp_stream': {'entropy': 0.13574850065631686, 'nulls': 0.0028735632183908046, 'unique': 0.014409221902017291}, 'eth_dst': {'entropy': 0.11719457793754988, 'nulls': 0.0, 'unique': 0.0057471264367816091}, 'highest_layer': {'entropy': 0.17832303691903587, 'nulls': 0.0, 'unique': 0.017241379310344827}, 'tcp_srcport': {'entropy': 0.25044151472736087, 'nulls': 0.0, 'unique': 0.028735632183908046}, 'ip_dst': {'entropy': 0.11731081881026093, 'nulls': 0.0, 'unique': 0.0057471264367816091}, 'eth_src': {'entropy': 0.11719457793754988, 'nulls': 0.0, 'unique': 0.0057471264367816091}}	{'size_var': 0.05691526841943013, 'group_attrs': ['ip_src'], 'ngroups': 3, 'agg_attrs': {}, 'size_mean': 116.0}
1777	289			"{""info_line"":[0.0141482436,192],""eth_dst"":[0.3010299957,2],""tcp_srcport"":[0.1416376944,9],""captured_length"":[0.5548862445,41],""ip_src"":[0.3010299957,2],""sniff_timestamp"":[0.9365083466,17],""ip_dst"":[0.3010299957,2],""tcp_stream"":[0.3488218497,5],""number"":[0.999971144,348],""tcp_dstport"":[0.1416376944,9],""interface_captured"":[0.0,0],""project_id"":[0.0,1],""eth_src"":[0.3010299957,2],""length"":[0.5548862445,41],""highest_layer"":[0.4392472911,6]}"	"{""list"": [{""field"": ""tcp_stream"", ""term"": ""0"", ""condition"": 64}]}"	"{""list"":[]}"	"{""list"":[]}"	null	"{""list"":[{""field"":""number""},{""field"":""sniff_timestamp""},{""field"":""eth_src""},{""field"":""eth_dst""},{""field"":""ip_src""},{""field"":""ip_dst""},{""field"":""tcp_srcport""},{""field"":""tcp_dstport""},{""field"":""tcp_stream""},{""field"":""highest_layer""},{""field"":""length""},{""field"":""info_line""}]}"	289	120	2			"{""solution"":""The attacker is 98.114.205.102 and the victim is 192.150.11.111. The attacker use SMB to control the victim and make him create a connection and ask for a data that the attacker send to the victim."",""project_id"":2,""session_id"":289,""feedback"":"""",""user_id"":120}"	{'ip_src': {'entropy': 0.12027350080880579, 'nulls': 0.0, 'unique': 0.0086206896551724137}, 'length': {'entropy': 0.36735357006629182, 'nulls': 0.0, 'unique': 0.1206896551724138}, 'info_line': {'entropy': 0.61479112215963705, 'nulls': 0.0, 'unique': 0.55172413793103448}, 'tcp_dstport': {'entropy': 0.24959835727489257, 'nulls': 0.0, 'unique': 0.025862068965517241}, 'sniff_timestamp': {'entropy': 0.46558515464619171, 'nulls': 0.0, 'unique': 0.051724137931034482}, 'number': {'entropy': 0.99931929824715648, 'nulls': 0.0, 'unique': 0.99712643678160917}, 'tcp_stream': {'entropy': 0.13574850065631686, 'nulls': 0.0028735632183908046, 'unique': 0.014409221902017291}, 'eth_dst': {'entropy': 0.11719457793754988, 'nulls': 0.0, 'unique': 0.0057471264367816091}, 'highest_layer': {'entropy': 0.17832303691903587, 'nulls': 0.0, 'unique': 0.017241379310344827}, 'tcp_srcport': {'entropy': 0.25044151472736087, 'nulls': 0.0, 'unique': 0.028735632183908046}, 'ip_dst': {'entropy': 0.11731081881026093, 'nulls': 0.0, 'unique': 0.0057471264367816091}, 'eth_src': {'entropy': 0.11719457793754988, 'nulls': 0.0, 'unique': 0.0057471264367816091}}	
1779	289			"{""info_line"":[0.0141482436,192],""eth_dst"":[0.3010299957,2],""tcp_srcport"":[0.1416376944,9],""captured_length"":[0.5548862445,41],""ip_src"":[0.3010299957,2],""sniff_timestamp"":[0.9365083466,17],""ip_dst"":[0.3010299957,2],""tcp_stream"":[0.3488218497,5],""number"":[0.999971144,348],""tcp_dstport"":[0.1416376944,9],""interface_captured"":[0.0,0],""project_id"":[0.0,1],""eth_src"":[0.3010299957,2],""length"":[0.5548862445,41],""highest_layer"":[0.4392472911,6]}"	"{""list"": [{""field"": ""tcp_stream"", ""term"": ""0"", ""condition"": 64}]}"	"{""list"":[]}"	"{""list"":[{""field"":""tcp_stream"",""groupPriority"":0}]}"	null	"{""list"":[{""field"":""number""},{""field"":""sniff_timestamp""},{""field"":""eth_src""},{""field"":""eth_dst""},{""field"":""ip_src""},{""field"":""ip_dst""},{""field"":""tcp_srcport""},{""field"":""tcp_dstport""},{""field"":""tcp_stream""},{""field"":""highest_layer""},{""field"":""length""},{""field"":""info_line""}]}"	289	120	2			"{""solution"":""The attacker is 98.114.205.102 and the victim is 192.150.11.111. The attacker use SMB to control the victim and make him create a connection and ask for a data that the attacker send to the victim."",""project_id"":2,""session_id"":289,""feedback"":"""",""user_id"":120}"	{'ip_src': {'entropy': 0.12027350080880579, 'nulls': 0.0, 'unique': 0.0086206896551724137}, 'length': {'entropy': 0.36735357006629182, 'nulls': 0.0, 'unique': 0.1206896551724138}, 'info_line': {'entropy': 0.61479112215963705, 'nulls': 0.0, 'unique': 0.55172413793103448}, 'tcp_dstport': {'entropy': 0.24959835727489257, 'nulls': 0.0, 'unique': 0.025862068965517241}, 'sniff_timestamp': {'entropy': 0.46558515464619171, 'nulls': 0.0, 'unique': 0.051724137931034482}, 'number': {'entropy': 0.99931929824715648, 'nulls': 0.0, 'unique': 0.99712643678160917}, 'tcp_stream': {'entropy': 0.13574850065631686, 'nulls': 0.0028735632183908046, 'unique': 0.014409221902017291}, 'eth_dst': {'entropy': 0.11719457793754988, 'nulls': 0.0, 'unique': 0.0057471264367816091}, 'highest_layer': {'entropy': 0.17832303691903587, 'nulls': 0.0, 'unique': 0.017241379310344827}, 'tcp_srcport': {'entropy': 0.25044151472736087, 'nulls': 0.0, 'unique': 0.028735632183908046}, 'ip_dst': {'entropy': 0.11731081881026093, 'nulls': 0.0, 'unique': 0.0057471264367816091}, 'eth_src': {'entropy': 0.11719457793754988, 'nulls': 0.0, 'unique': 0.0057471264367816091}}	{'size_var': 0.08509197817438896, 'group_attrs': ['tcp_stream'], 'ngroups': 5, 'agg_attrs': {}, 'size_mean': 69.4}
1782	289			"{""info_line"":[0.0141482436,192],""eth_dst"":[0.3010299957,2],""tcp_srcport"":[0.1416376944,9],""captured_length"":[0.5548862445,41],""ip_src"":[0.3010299957,2],""sniff_timestamp"":[0.9365083466,17],""ip_dst"":[0.3010299957,2],""tcp_stream"":[0.3488218497,5],""number"":[0.999971144,348],""tcp_dstport"":[0.1416376944,9],""interface_captured"":[0.0,0],""project_id"":[0.0,1],""eth_src"":[0.3010299957,2],""length"":[0.5548862445,41],""highest_layer"":[0.4392472911,6]}"	"{""list"": [{""field"": ""tcp_stream"", ""term"": ""0"", ""condition"": 64}]}"	"{""list"":[]}"	"{""list"":[{""field"":""tcp_stream"",""groupPriority"":0},{""field"":""highest_layer"",""groupPriority"":1}]}"	null	"{""list"":[{""field"":""number""},{""field"":""sniff_timestamp""},{""field"":""eth_src""},{""field"":""eth_dst""},{""field"":""ip_src""},{""field"":""ip_dst""},{""field"":""tcp_srcport""},{""field"":""tcp_dstport""},{""field"":""tcp_stream""},{""field"":""highest_layer""},{""field"":""length""},{""field"":""info_line""}]}"	289	120	2			"{""solution"":""The attacker is 98.114.205.102 and the victim is 192.150.11.111. The attacker use SMB to control the victim and make him create a connection and ask for a data that the attacker send to the victim."",""project_id"":2,""session_id"":289,""feedback"":"""",""user_id"":120}"	{'ip_src': {'entropy': 0.12027350080880579, 'nulls': 0.0, 'unique': 0.0086206896551724137}, 'length': {'entropy': 0.36735357006629182, 'nulls': 0.0, 'unique': 0.1206896551724138}, 'info_line': {'entropy': 0.61479112215963705, 'nulls': 0.0, 'unique': 0.55172413793103448}, 'tcp_dstport': {'entropy': 0.24959835727489257, 'nulls': 0.0, 'unique': 0.025862068965517241}, 'sniff_timestamp': {'entropy': 0.46558515464619171, 'nulls': 0.0, 'unique': 0.051724137931034482}, 'number': {'entropy': 0.99931929824715648, 'nulls': 0.0, 'unique': 0.99712643678160917}, 'tcp_stream': {'entropy': 0.13574850065631686, 'nulls': 0.0028735632183908046, 'unique': 0.014409221902017291}, 'eth_dst': {'entropy': 0.11719457793754988, 'nulls': 0.0, 'unique': 0.0057471264367816091}, 'highest_layer': {'entropy': 0.17832303691903587, 'nulls': 0.0, 'unique': 0.017241379310344827}, 'tcp_srcport': {'entropy': 0.25044151472736087, 'nulls': 0.0, 'unique': 0.028735632183908046}, 'ip_dst': {'entropy': 0.11731081881026093, 'nulls': 0.0, 'unique': 0.0057471264367816091}, 'eth_src': {'entropy': 0.11719457793754988, 'nulls': 0.0, 'unique': 0.0057471264367816091}}	{'size_var': 0.02070573648808136, 'group_attrs': ['tcp_stream', 'highest_layer'], 'ngroups': 11, 'agg_attrs': {}, 'size_mean': 31.545454545454547}
1785	291			"{""info_line"":[0.0141482436,192],""eth_dst"":[0.3010299957,2],""tcp_srcport"":[0.1416376944,9],""captured_length"":[0.5548862445,41],""ip_src"":[0.3010299957,2],""sniff_timestamp"":[0.9365083466,17],""ip_dst"":[0.3010299957,2],""tcp_stream"":[0.3488218497,5],""number"":[0.999971144,348],""tcp_dstport"":[0.1416376944,9],""interface_captured"":[0.0,0],""project_id"":[0.0,1],""eth_src"":[0.3010299957,2],""length"":[0.5548862445,41],""highest_layer"":[0.4392472911,6]}"	"{""list"": []}"	"{""list"":[]}"	"{""list"":[]}"	null	"{""list"":[{""field"":""number""},{""field"":""sniff_timestamp""},{""field"":""eth_src""},{""field"":""eth_dst""},{""field"":""ip_src""},{""field"":""ip_dst""},{""field"":""tcp_srcport""},{""field"":""tcp_dstport""},{""field"":""tcp_stream""},{""field"":""highest_layer""},{""field"":""length""},{""field"":""info_line""}]}"	291	123	2			"{""solution"":""The hacker is 98.144.205.102nnin session 1 the hacker is using weakness to hack the honey potnnin session 3 the honey pot is sending request to the hacker to send files to the honey pot.nnsession 4 the hacker upload the files to the honey pot."",""project_id"":2,""session_id"":291,""feedback"":"""",""user_id"":123}"	{'ip_src': {'entropy': 0.12027350080880579, 'nulls': 0.0, 'unique': 0.0086206896551724137}, 'length': {'entropy': 0.36735357006629182, 'nulls': 0.0, 'unique': 0.1206896551724138}, 'info_line': {'entropy': 0.61479112215963705, 'nulls': 0.0, 'unique': 0.55172413793103448}, 'tcp_dstport': {'entropy': 0.24959835727489257, 'nulls': 0.0, 'unique': 0.025862068965517241}, 'sniff_timestamp': {'entropy': 0.46558515464619171, 'nulls': 0.0, 'unique': 0.051724137931034482}, 'number': {'entropy': 0.99931929824715648, 'nulls': 0.0, 'unique': 0.99712643678160917}, 'tcp_stream': {'entropy': 0.13574850065631686, 'nulls': 0.0028735632183908046, 'unique': 0.014409221902017291}, 'eth_dst': {'entropy': 0.11719457793754988, 'nulls': 0.0, 'unique': 0.0057471264367816091}, 'highest_layer': {'entropy': 0.17832303691903587, 'nulls': 0.0, 'unique': 0.017241379310344827}, 'tcp_srcport': {'entropy': 0.25044151472736087, 'nulls': 0.0, 'unique': 0.028735632183908046}, 'ip_dst': {'entropy': 0.11731081881026093, 'nulls': 0.0, 'unique': 0.0057471264367816091}, 'eth_src': {'entropy': 0.11719457793754988, 'nulls': 0.0, 'unique': 0.0057471264367816091}}	
